person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Grațian Popescu,grațianpopescu,grațianpopescu@kappa.ro,8841110270535,1919-01-13,"Bulevardul Suciu Nr. 955 Bl. 44  Sc. 98 Ap. 348, Corund, 764371",0232 297 400,ee:e0:07:d2:bb:d6,82.128.136.151,RO80APRD6128673366527668,2025-07-07 11:46:02,35769,808,197,1315916,d56ebae5-a566-4bb8-a56e-323afa31eb2c
Teona Tabacu,teonatabacu,teonatabacu@141.ro,7580412463169,1914-05-01,"Bulevardul Zenovia Toma Nr. 62, Savinesti, 216220",0740 170 141,aa:40:0d:1e:f7:ac,107.10.203.105,RO16FRKL8843072393496633,2025-07-07 11:46:02,7124,96,759,1310174,b5e1c0f0-7a49-48c4-9b2a-84d10ea9ff04
Antoaneta Dinu,antoanetadinu,antoanetadinu@kappa.ro,5270730162986,1923-09-04,"Aleea Eftimie, Vladimirescu, 576072",0729 607 854,e9:77:77:60:b8:e0,160.244.222.117,RO52RRPM4452883669731403,2025-07-07 11:46:02,22533,55,132,275340,c469dd53-adde-4bcb-80e3-f8f3cb9b1631
Simion Ardelean,simionardelean,simionardelean@zzup.ro,7660224366614,1981-01-25,"Aleea Ioniță Nr. 84 Bl. 28  Sc. 44 Ap. 862, Vicovu de Sus, 499564",0759 718 168,f5:bf:60:16:d2:5f,61.157.161.117,RO56PBKT2413834656691512,2025-07-07 11:46:02,22604,85,131,1612164,cf1cec7d-d101-4bda-acc3-d0a226b80934
Ștefana Stan,ștefanastan,ștefanastan@post.ro,4550817095148,1993-08-25,"Strada Gheorghiu, Babeni, 255223",0731 900 731,39:fa:72:d7:be:17,41.141.249.166,RO31ILEV4174417558467913,2025-07-07 11:46:02,31870,508,468,353278,4e1b2d5e-dbf7-44ef-ba10-0d5e105a28b3
Nidia Florea,nidiaflorea,nidiaflorea@gmail.com,4460611452588,2010-09-22,"Aleea Marin Nr. 40, Targoviste, 686653",0740 818 449,25:c7:22:c5:68:91,19.188.186.188,RO29BXQJ8567012729602426,2025-07-07 11:46:02,30247,482,400,1102009,cff56b57-03c1-45dc-a949-6500ab78b272
Artemisa Preda,artemisapreda,artemisapreda@kappa.ro,4661018409614,1914-08-07,"Drumul Ene Nr. 33, Odobesti, 310749",0764 213 198,22:68:6f:d3:88:2c,86.45.61.167,RO18DOYD5603319164493426,2025-07-07 11:46:02,34030,478,55,726602,6b66cc31-4c7c-4cfb-b702-367fe74dad01
Rebeca Marin,rebecamarin,rebecamarin@post.ro,6080110185569,2016-04-22,"Intrarea Tabacu Nr. 360 Bl. 71  Sc. 37 Ap. 376, Borcea, 806010",0248 641 529,de:44:60:5b:0a:60,24.178.233.74,RO97ABZG7008107520687043,2025-07-07 11:46:02,29745,596,134,1324242,bbe27d6d-2f0c-4494-bdcb-a72d28afbf0a
Floriana Nistor,floriananistor,floriananistor@gmail.com,4250722449672,1938-11-25,"Soseaua Ababei Nr. 407, Agnita, 792545",0267 816 762,80:74:fb:eb:7f:af,72.90.193.55,RO09SXHZ1676690162672906,2025-07-07 11:46:02,28168,266,754,1496368,81fa26d1-d577-4777-aabc-fec5df14d6a8
Cornelia Nemeș,cornelianemeș,cornelianemeș@zzup.ro,6271218203765,1966-07-25,"Strada Barbu Nr. 781 Bl. 97  Sc. 35 Ap. 625, Ovidiu, 857914",0780 208 952,d9:4c:05:40:d5:cb,171.143.186.5,RO67TUJI1957125926078180,2025-07-07 11:46:02,7027,701,766,188835,44aa5f7f-ab34-4771-b2ae-292c969b4098
Bianca Dobre,biancadobre,biancadobre@141.ro,8360525435961,1940-03-06,"Drumul Nemeș, Titu, 744061",0256 170 135,6a:37:19:c6:7c:42,187.42.76.59,RO04JAIT3212132531849019,2025-07-07 11:46:02,12377,851,58,902462,1e075959-0b7d-43cf-823e-9dd11318b18e
Bogdana Pop,bogdanapop,bogdanapop@gmail.com,1320930127818,1920-05-28,"Aleea Pușcașu Nr. 465 Bl. 76  Sc. 19 Ap. 554, Moinesti, 471001",0767 532 314,2e:14:5d:f4:de:42,17.84.220.188,RO17FUAZ7657376794598672,2025-07-07 11:46:02,3128,308,339,515639,17c8b2bf-94a4-4f14-862b-76a04aabcd46
Ofelia Tudor,ofeliatudor,ofeliatudor@email.ro,3941214097287,1966-05-18,"Aleea Manole Nr. 74 Bl. 23  Sc. 49 Ap. 396, Curtea de Arges, 538760",0724 293 978,8e:d6:2f:f0:07:9f,55.220.212.223,RO89XWFH9157151349927691,2025-07-07 11:46:02,33145,164,253,1294001,0219ae2a-251e-497f-afa1-2ddfa19a94b8
Cristian Ababei,cristianababei,cristianababei@kappa.ro,4960320458718,1972-10-15,"Aleea Diaconu Nr. 782, Salonta, 570237",0769 206 807,73:c8:e9:bc:bc:0e,212.95.35.152,RO26NFZH9623810547951883,2025-07-07 11:46:02,25585,538,154,1647430,297470ae-397e-45d4-951c-26cf65687c23
Haralamb Pop,haralambpop,haralambpop@acasa.ro,7941121056404,1929-01-14,"Bulevardul Albu Nr. 583, Stei, 480990",0260 587 353,f4:97:b0:fc:45:b5,84.108.184.197,RO56BECZ9086666602600146,2025-07-07 11:46:02,28482,598,410,1329248,90e68eab-83df-48f0-b760-155584b21a51
Ducu Stan,ducustan,ducustan@zzup.ro,5190524034842,1996-07-05,"Drumul Tudor, Peris, 753934",0245 554 053,d5:b4:67:74:1a:41,70.230.26.255,RO24RWYB7980077556434449,2025-07-07 11:46:02,1250,706,600,1941420,7a26b219-7565-4171-b2df-39f369769503
Mirona Toma,mironatoma,mironatoma@zzup.ro,8480518364681,1990-10-08,"Strada Eva Mocanu, Mioveni, 574728",0724 388 563,a1:4a:7b:c3:73:e4,154.234.182.95,RO44ULCH8544425526444808,2025-07-07 11:46:02,18514,656,135,1841130,438af8ea-6a1b-4baa-9f84-f0022cc5381f
Cristofor Dobre,cristofordobre,cristofordobre@zzup.ro,4010108414733,1986-06-27,"Aleea Aanei, Adjud, 122110",0768 916 666,a7:34:39:19:91:a5,126.93.184.7,RO58LZJK6661247096009816,2025-07-07 11:46:02,14445,585,716,20194,a79b8f3d-ec07-4aa2-abaf-bf7d9bf78264
Anabela Ababei,anabelaababei,anabelaababei@141.ro,4480410233461,1920-05-01,"Aleea Ababei Nr. 232, Santana, 263689",0264 458 914,f9:44:b0:53:54:01,115.56.107.57,RO41FZBY1388349160733588,2025-07-07 11:46:02,21538,720,703,1800775,b2dbf0a0-d7a8-4de8-b711-43f12d27d957
Dinu Ardelean,dinuardelean,dinuardelean@acasa.ro,3100507409979,2016-05-11,"Intrarea Georgescu Nr. 25, Pascani, 421049",0249 768 783,6b:a9:ac:f3:fd:f7,196.215.236.45,RO88EQJK2661113706407229,2025-07-07 11:46:02,31322,90,493,1000911,52aa8415-95f0-4111-9087-e1fb535142dd
Paraschiva Marin,paraschivamarin,paraschivamarin@141.ro,6710315444068,1946-05-24,"Soseaua Ionescu Nr. 859, Sancraiu de Mures, 125774",0251 146 268,d2:d0:b5:f6:9a:24,89.159.170.184,RO52NCCX2447732557278202,2025-07-07 11:46:02,21,863,226,931462,72a5cee5-ca6d-4e95-8401-db5c9af0affb
Carmina Marin,carminamarin,carminamarin@email.ro,6540415511036,2016-12-11,"Aleea Alexandrina Stănescu Nr. 90, Turnu Magurele, 718211",0784 756 993,ad:4b:88:73:09:fa,66.94.98.94,RO60VSNE3778320672190008,2025-07-07 11:46:02,19132,837,193,1812748,35768f9d-d9d7-4389-b8ae-83dd8f726daa
Vlaicu Ababei,vlaicuababei,vlaicuababei@email.ro,3450604030672,2020-03-14,"Soseaua Stancu, Rasnov Romacril, 489979",0731 399 434,e5:9c:25:76:d8:9c,43.161.136.85,RO81ELUL4561563730288941,2025-07-07 11:46:02,13840,374,398,451072,1c1f0421-7a08-4b78-9fb9-561d9c0e9569
Anaida Ababei,anaidaababei,anaidaababei@post.ro,6190929081130,2019-10-06,"Strada Popa Nr. 74 Bl. 26  Sc. 88 Ap. 544, Oravita, 831432",0237 132 607,93:eb:2a:87:e0:c7,76.232.152.233,RO51CASB7908377798740146,2025-07-07 11:46:02,18106,16,356,187350,d6bcb756-32b8-4298-9726-1de0ca046799
Codruța Toma,codruțatoma,codruțatoma@acasa.ro,8900718459647,1978-03-07,"Intrarea Antim Popa Nr. 742, Tasnad, 907722",0771 119 725,c6:f2:2f:35:b0:f5,43.130.236.175,RO96XGGI8097953878403912,2025-07-07 11:46:02,27269,645,283,823689,54192430-4f5f-4317-b918-51d97ecffd24
Gențiana Albu,gențianaalbu,gențianaalbu@post.ro,8920405458225,1941-02-12,"Soseaua Voinea Nr. 78, Motru, 800566",0732 354 081,cc:15:59:ca:a9:8a,178.73.254.78,RO10QVOD2708862324406557,2025-07-07 11:46:02,32141,924,36,1677349,72309167-401c-4fb1-ba52-83c97ec28419
Iustina Ardelean,iustinaardelean,iustinaardelean@kappa.ro,7050930438200,1911-05-11,"Strada Vincențiu Dobre, Bumbesti-Jiu, 157818",0232 420 289,2e:4e:35:b7:1c:2e,172.128.186.2,RO17AZWV9935173168967958,2025-07-07 11:46:02,20857,544,59,408572,07bdea2c-8e5f-49aa-ba13-7860c6378fda
Maia Marin,maiamarin,maiamarin@141.ro,1080216524116,1921-04-17,"Intrarea Ene, Berceni, 243019",0761 197 343,82:c9:af:dc:62:54,60.85.175.151,RO62FOZC7489925165333006,2025-07-07 11:46:02,126,617,601,1628722,8ee57704-82ee-4085-8b01-88cfe7e2f698
Cristofor Dochioiu,cristofordochioiu,cristofordochioiu@gmail.com,4620329247712,1995-01-13,"Bulevardul Dochioiu, Dorohoi, 868865",0247 250 399,78:fc:a9:ef:b8:5d,104.7.141.236,RO75OQGT7438650628266380,2025-07-07 11:46:02,24508,103,717,953704,9b5c0de6-47d3-4432-af19-9eb65f0d5383
Svetlana Aanei,svetlanaaanei,svetlanaaanei@acasa.ro,1070301278964,2019-09-16,"Intrarea Dobre, Harlau, 772526",0254 827 453,25:fe:b3:83:f9:be,19.0.7.247,RO02JSOJ9353893948323418,2025-07-07 11:46:02,26283,614,152,1626759,46c2dcd0-d3ed-4a73-87f2-c7d14a69054b
Ofelia Albu,ofeliaalbu,ofeliaalbu@zzup.ro,6551104144473,1919-07-09,"Aleea Ionescu Nr. 169 Bl. 63  Sc. 18 Ap. 558, Baia, 261636",0250 883 129,05:57:68:1d:d0:38,220.51.106.156,RO07HQXF6509463028998749,2025-07-07 11:46:02,24420,280,47,1429247,94f1c773-3cca-435c-aa0c-cd45a39e0795
Xenia Georgescu,xeniageorgescu,xeniageorgescu@acasa.ro,3870115072546,1953-02-28,"Intrarea Nistor Nr. 816 Bl. 11  Sc. 46 Ap. 202, Remetea, 308074",0724 066 614,13:9b:66:aa:ed:5c,45.202.161.25,RO02MOAM5661805747889806,2025-07-07 11:46:02,7072,63,86,651751,99c78a52-ec96-4d83-96e4-0440128d62e5
Doriana Stoica,dorianastoica,dorianastoica@zzup.ro,3380710119405,1939-10-16,"Intrarea Gheorghiu Nr. 935 Bl. 82  Sc. 34 Ap. 212, Tuzla, 908164",0256 859 892,8d:59:e3:01:c1:bb,132.50.222.103,RO70BMCV3724661120976290,2025-07-07 11:46:02,8041,935,735,369961,64cf48bf-9273-4103-a586-8e8c2f89558c
Camelia Tomescu,cameliatomescu,cameliatomescu@kappa.ro,8520303250147,1923-02-21,"Intrarea Popescu Nr. 918, Bolintin-Vale, 385427",0247 203 022,62:fe:69:3e:cd:53,188.74.46.54,RO46WGPJ2034759460898054,2025-07-07 11:46:02,23844,240,618,1216789,906ffee3-9e8a-4d8f-bd5b-005afbd55fdc
Grațiana Preda,grațianapreda,grațianapreda@acasa.ro,1941022143359,1933-04-02,"Bulevardul Ardelean, Balotesti, 717183",0720 520 797,4d:36:df:71:a7:4b,27.166.214.16,RO90WEJH8473490237739111,2025-07-07 11:46:02,30642,612,613,1112616,c94b8e79-ed0f-453b-84c1-c2a4a24b9e68
Astrid Diaconescu,astriddiaconescu,astriddiaconescu@kappa.ro,6120122134833,1965-02-22,"Strada Dima Nr. 809, Gaesti, 904814",0252 411 646,cf:85:56:7c:5a:0f,220.162.59.15,RO31MWXE9274315698525535,2025-07-07 11:46:02,10231,775,286,627849,aa1b7a3a-c325-41d3-9391-656dafa4c0f6
Aurelia Mocanu,aureliamocanu,aureliamocanu@gmail.com,1410509243301,1921-07-21,"Strada Ioniță Nr. 998, Galati, 402162",0257 288 600,01:d1:8f:e5:28:5f,109.191.51.182,RO51PYVJ2679438582463873,2025-07-07 11:46:02,15165,615,386,121261,8b2dcf8b-7b7d-492f-b521-2f42baa66fb5
Iustina Oprea,iustinaoprea,iustinaoprea@acasa.ro,3720516397914,1939-05-02,"Bulevardul Anica Gheorghiu Nr. 76, Beius, 273917",0725 465 057,69:29:7d:c5:b3:43,125.46.105.200,RO81AANB7197806077327736,2025-07-07 11:46:02,25265,636,47,1425045,dfaac2f5-dcf4-49e2-accf-0afc192824f8
Ilie Manole,iliemanole,iliemanole@post.ro,7521115172831,1916-08-08,"Soseaua Ardelean Nr. 324 Bl. 65  Sc. 39 Ap. 308, Breaza de Sus, 339131",0733 721 509,0d:86:ef:af:37:df,216.56.82.82,RO62HESU0315033597791843,2025-07-07 11:46:02,12220,905,461,1533206,da58de3b-7686-496a-b5f6-8fc3a9e914d9
Maxim Barbu,maximbarbu,maximbarbu@email.ro,3990730014724,1957-09-30,"Strada Dima, Otopeni, 263206",0763 775 578,6d:6d:57:a0:a0:a3,116.87.36.245,RO18LAVF7173030846570554,2025-07-07 11:46:02,5763,469,279,465528,c34c00bd-d6e5-4048-b2dc-d0528e8a1544
Timotei Stancu,timoteistancu,timoteistancu@acasa.ro,6600902234575,1950-01-28,"Bulevardul Ababei Nr. 27, Greci, 607801",0752 964 888,18:6e:28:19:36:55,36.146.62.24,RO42JSAP7745621590906916,2025-07-07 11:46:02,630,391,201,264983,901d3ecd-34c3-41b4-8628-e5030bfca681
Ieremia Gheorghiu,ieremiagheorghiu,ieremiagheorghiu@acasa.ro,7450116207613,2009-10-15,"Soseaua Savina Aanei Nr. 82, Hateg, 240687",0243 338 661,5d:a5:81:d7:ab:a4,88.153.193.91,RO45YIGE5556088388482156,2025-07-07 11:46:02,5159,59,314,1332673,31a5766c-6964-4c6e-b50c-5b1c2c0f0982
Alis Manole,alismanole,alismanole@kappa.ro,2481226195421,1952-10-17,"Aleea Stănescu, Motru, 767415",0739 752 054,2f:ff:1c:26:58:d0,1.119.44.87,RO30JQXN6743735324254541,2025-07-07 11:46:02,18357,949,414,900606,ce85087a-c6cd-4ebc-8104-bd8897057834
Haralambie Ene,haralambieene,haralambieene@acasa.ro,3410706221162,1972-11-26,"Soseaua Dochioiu Nr. 52 Bl. 59  Sc. 95 Ap. 506, Beius, 763044",0266 648 017,32:7c:6b:90:1d:bc,112.180.241.243,RO38QMWN4400820650915580,2025-07-07 11:46:02,28569,987,122,648242,46b5a535-b6b9-4a14-acf1-ae3efc403e71
Aristide Suciu,aristidesuciu,aristidesuciu@post.ro,3310920439716,1912-09-18,"Strada Ciprian Popescu Nr. 752 Bl. 93  Sc. 79 Ap. 426, Rosiori de Vede, 786389",0265 115 262,b1:9f:a4:2e:72:13,65.46.227.224,RO39KEGM8104689075121188,2025-07-07 11:46:02,28508,987,316,854341,8c8f6766-4253-4324-97dc-14322df93ef1
Vanesa Stan,vanesastan,vanesastan@zzup.ro,8060519151312,1920-10-16,"Drumul Vicenția Eftimie Nr. 456, Sebes, 753230",0234 074 138,95:ac:b5:7e:95:60,71.82.71.164,RO75UVUI3393035515632453,2025-07-07 11:46:02,5121,376,268,625447,47c33abc-38e5-46ca-b9b4-c3fb2164eeb1
Todor Cristea,todorcristea,todorcristea@gmail.com,3510619014117,1965-10-11,"Aleea Aanei, Calan, 589191",0240 349 485,ae:e4:b2:85:dc:6c,1.169.75.248,RO36XBSN2774459271283498,2025-07-07 11:46:02,5753,220,773,1356022,a2d18bad-de68-4417-b82d-746ba0befb63
Viorel Diaconescu,vioreldiaconescu,vioreldiaconescu@141.ro,4551114228878,1992-08-15,"Bulevardul Dimitrina Tudor, Rucar, 144235",0711 667 779,8e:9c:12:f2:96:3e,180.42.91.180,RO57HBSI0769064201375344,2025-07-07 11:46:02,8639,236,366,182089,abf41d53-e9a6-4976-be81-f8061d27e838
Anatolie Suciu,anatoliesuciu,anatoliesuciu@post.ro,5430622168748,1970-03-11,"Bulevardul Cristea, Dancu, 952109",0726 488 412,63:f2:9a:67:01:6c,124.144.227.42,RO35XVGE4375765245321970,2025-07-07 11:46:02,11022,776,4,1437457,eafdb0e6-2f8e-43a5-bf07-cb67b3ea34b7
Rafila Georgescu,rafilageorgescu,rafilageorgescu@acasa.ro,5810312107710,1988-12-04,"Strada Popa Nr. 51 Bl. 73  Sc. 13 Ap. 411, Tuzla, 505609",0772 722 000,50:5e:38:ed:fb:fe,35.103.156.80,RO09BFLU1302207463419809,2025-07-07 11:46:02,10677,668,399,744455,f62bc8b4-0bf3-4e1c-a234-d91956bbdd14
Gențiana Niță,gențiananiță,gențiananiță@acasa.ro,5160819205934,1944-11-20,"Strada Antonia Eftimie, Oltenita, 458262",0258 943 644,0f:9a:bf:c6:b2:75,110.71.129.153,RO89AMAL3002532162374080,2025-07-07 11:46:02,3661,670,527,1370455,615a94fd-36e5-4944-a941-fa7c60f8d253
Eusebiu Dinu,eusebiudinu,eusebiudinu@email.ro,7540506289954,2000-11-05,"Intrarea Axenia Preda Nr. 95 Bl. 90  Sc. 49 Ap. 455, Vladimirescu, 350840",0753 921 772,6f:a9:de:6d:2a:33,35.30.17.145,RO72HMQK9805536131051054,2025-07-07 11:46:02,33028,533,423,1047523,38007dc2-ac5c-4e4b-ad1a-887de64e3efa
Simion Toma,simiontoma,simiontoma@gmail.com,5100526289195,1945-01-28,"Drumul Dinu Nr. 21, Ploiesti, 723022",0253 637 938,04:aa:7e:83:65:84,61.63.26.99,RO43RJSX1623668917093287,2025-07-07 11:46:02,3665,698,521,27951,12ef8739-7fa7-4792-80cc-1fe30372acf1
Laura Dima,lauradima,lauradima@kappa.ro,6980330318656,1982-09-15,"Bulevardul Oprea Nr. 27, Filiasi, 774309",0744 654 849,47:74:66:b2:7f:40,60.90.235.152,RO55NOBN9662030994931504,2025-07-07 11:46:02,29764,887,184,1188479,c8c6b8d8-9011-4d6f-bf46-cc40056ba9c2
Smaranda Stoica,smarandastoica,smarandastoica@zzup.ro,1211220148203,1910-04-03,"Strada Popescu Nr. 86, Floresti, 929539",0725 940 613,e6:35:18:02:c7:b3,44.78.218.137,RO08CJLV3057094360870851,2025-07-07 11:46:02,13294,482,435,1136491,7ef2262f-2256-4696-8616-82be166d7dc6
Aura Georgescu,aurageorgescu,aurageorgescu@post.ro,2230504451111,1937-06-19,"Intrarea Ducu Albu, Babeni, 270317",0233 691 466,17:07:1e:87:fb:90,18.182.49.245,RO11KVVE1452678661863661,2025-07-07 11:46:02,8438,773,202,1909172,808e9a9f-4f8a-4a2c-a556-0993bfb681cc
Ludmila Gheorghiu,ludmilagheorghiu,ludmilagheorghiu@acasa.ro,8081225352189,1932-08-26,"Intrarea Diaconescu, Teius, 147467",0771 470 165,24:82:6b:08:74:bb,84.161.135.32,RO45PZUM0941518421848576,2025-07-07 11:46:02,33827,569,384,857464,48cd7915-4008-4f34-9f41-0d795f6f91b3
Alberta Nemeș,albertanemeș,albertanemeș@gmail.com,2430130148686,1910-09-29,"Strada Agata Nemeș Nr. 15 Bl. 81  Sc. 66 Ap. 770, Teius, 420192",0765 786 818,ee:66:9a:22:84:03,132.105.11.60,RO51LBUU9663096907869492,2025-07-07 11:46:02,8394,235,395,1337221,adb8bad7-c0fc-46cf-8967-534934bc1e59
Casian Stănescu,casianstănescu,casianstănescu@kappa.ro,6381104051982,1932-04-16,"Aleea Ababei, Breaza de Sus, 453198",0759 108 796,99:a3:94:d3:81:49,60.118.240.78,RO11DYPG3417822885035287,2025-07-07 11:46:02,28471,748,630,231540,7f7c9082-8a0f-4623-a210-4ab36e7641e9
Livia Stancu,liviastancu,liviastancu@email.ro,6630614282812,1986-02-13,"Drumul Popescu Nr. 82, Apahida, 493220",0788 380 094,ba:48:8b:1f:73:7c,199.21.53.35,RO09CKHT7046545007086994,2025-07-07 11:46:02,4087,942,220,1680162,f9dca6d7-f1dc-4454-84bb-8c7aa7080bf7
Crin Tabacu,crintabacu,crintabacu@gmail.com,3600523010500,1965-03-27,"Soseaua Stan Nr. 60 Bl. 75  Sc. 23 Ap. 732, Valenii de Munte, 965532",0785 620 003,a4:cb:9a:30:fb:4f,165.70.142.192,RO65LMZD7388367390370621,2025-07-07 11:46:02,7436,261,725,93284,b109b351-2097-4f78-a1fa-96719d92eacc
Oana Tabacu,oanatabacu,oanatabacu@kappa.ro,8240210010633,1941-02-19,"Bulevardul Irinel Dinu, Domnesti, 511765",0255 210 616,ed:ac:29:d6:b5:77,90.82.140.252,RO45ZNKU2164554163416179,2025-07-07 11:46:02,10243,546,534,1515033,07d38635-711a-4758-8f36-8a878fad8a9f
Viorela Tomescu,viorelatomescu,viorelatomescu@acasa.ro,6780612457263,1934-05-01,"Intrarea Marin Nr. 81 Bl. 95  Sc. 87 Ap. 428, Husi, 575643",0734 836 416,51:4d:3a:62:b5:21,88.29.55.16,RO39WPMJ2546170535441372,2025-07-07 11:46:02,29814,513,249,423824,f48283e3-d15d-4d6c-ba84-7e05a6732776
Rafila Stan,rafilastan,rafilastan@gmail.com,1071008107886,1936-08-31,"Aleea Diaconu Nr. 49 Bl. 28  Sc. 74 Ap. 321, Orsova, 480490",0266 874 503,06:31:2a:68:00:8f,169.19.104.228,RO81WQOD3713337826134694,2025-07-07 11:46:02,26966,816,690,1737690,0edac0eb-c344-45c1-8d32-5c0c5da1ea48
Camelia Tudor,cameliatudor,cameliatudor@141.ro,3450314170822,1992-04-20,"Bulevardul Leordean Ardelean, Toflea, 253011",0731 951 105,4f:0a:ea:24:04:32,211.33.171.208,RO95FETM8498158082424706,2025-07-07 11:46:02,33036,783,607,683563,69baaae9-5b4a-4179-b246-d0fef378531f
Nadia Pop,nadiapop,nadiapop@gmail.com,7890817323031,1938-05-08,"Strada Manole Nr. 38 Bl. 80  Sc. 44 Ap. 244, Targoviste, 925059",0738 291 359,f8:8c:8b:ac:11:3e,188.31.84.224,RO53BCBL6987209490944229,2025-07-07 11:46:02,21762,643,774,1466785,f1d0e5c1-34c6-4958-9aed-89ffa7da1298
Lorin Pop,lorinpop,lorinpop@email.ro,3091126374118,1960-07-14,"Drumul Dacian Manole Nr. 23 Bl. 14  Sc. 85 Ap. 471, Oltenita, 353013",0258 689 110,d6:bf:97:c9:19:1e,86.1.98.51,RO30HCTP0929237637995115,2025-07-07 11:46:02,14696,194,727,291188,0b886cdb-4a0e-4310-95ad-be9f35d07038
Carmen Diaconescu,carmendiaconescu,carmendiaconescu@acasa.ro,2910722460206,1994-11-24,"Bulevardul Ariadna Pușcașu Nr. 988, Radauti, 385320",021 708 8032,ec:e0:f2:1c:ed:c4,8.240.105.229,RO21NULE1969201172260429,2025-07-07 11:46:02,8351,617,468,780186,4abb1d95-d433-4458-ba41-2a5b9674c71f
Vasilica Nemeș,vasilicanemeș,vasilicanemeș@kappa.ro,1291128295771,1987-08-05,"Soseaua Dinu Nr. 140 Bl. 95  Sc. 74 Ap. 243, Bumbesti-Jiu, 617349",0743 111 399,78:34:83:46:11:2a,188.104.57.63,RO18HNMX3675686947756022,2025-07-07 11:46:02,4907,233,588,767519,13c277ff-ea16-41a6-97e4-a53ccd625951
Crenguța Ene,crenguțaene,crenguțaene@acasa.ro,8290806100386,1991-05-15,"Intrarea Cristea Nr. 70 Bl. 35  Sc. 17 Ap. 492, Remetea, 152468",0248 680 915,ee:b8:a0:ff:43:fb,148.185.32.153,RO04KKDU5959898717658988,2025-07-07 11:46:02,12483,360,343,1805116,3aed6000-d00d-47e7-9314-f3fd2d924dab
Sanda Niță,sandaniță,sandaniță@email.ro,8670418024207,2001-03-13,"Drumul Albu Nr. 747 Bl. 12  Sc. 96 Ap. 824, Rovinari, 518237",0744 181 307,5b:7e:63:73:95:b8,218.204.46.193,RO77LWNU7930089331161574,2025-07-07 11:46:02,23969,725,146,1255849,2fb4d000-fb2f-4e3f-b7f9-38ecb2edcb0a
Georgian Eftimie,georgianeftimie,georgianeftimie@post.ro,8480901328119,1934-06-26,"Strada Mocanu Nr. 239, Roman, 839550",0732 835 894,cd:f4:09:e6:b3:96,95.252.101.165,RO10HXKW8888473482541692,2025-07-07 11:46:02,32700,266,340,344968,e922447d-81bb-41a5-9eb0-febc3a27e340
Astrid Stancu,astridstancu,astridstancu@kappa.ro,6501130250181,2012-01-18,"Drumul Noemi Stancu, Tarnaveni, 787850",0237 489 256,18:75:ec:4f:e9:e1,149.215.129.152,RO20VHTV1470340117229244,2025-07-07 11:46:02,10732,178,217,1396309,558d416a-5d1f-4514-85f6-246e472ed56a
Anabela Pop,anabelapop,anabelapop@gmail.com,7260908014522,1954-02-01,"Strada Barbu Mazilescu Nr. 202, Lupeni, 297838",0244 213 550,e6:17:b1:d0:2c:35,69.184.220.107,RO73DWCF6101924155074524,2025-07-07 11:46:02,33173,964,786,1935826,d968fdda-4347-4f6e-9bca-a7af87c9826f
Paula Mazilescu,paulamazilescu,paulamazilescu@acasa.ro,7110507436380,1939-11-22,"Intrarea Flavia Preda Nr. 98 Bl. 79  Sc. 12 Ap. 783, Gaesti, 479680",0257 090 311,62:ae:c1:cc:90:d8,45.91.249.87,RO43MNLK5010088031722240,2025-07-07 11:46:02,34821,229,149,1503165,d11076d9-7961-4d82-8e55-bee9a2a65a38
Violeta Diaconu,violetadiaconu,violetadiaconu@zzup.ro,5691006018406,1995-04-03,"Strada Tinca Dima, Dumbraveni, 721945",0730 594 041,a4:cf:bf:6f:8d:97,210.192.231.163,RO41EMGS5498068618437810,2025-07-07 11:46:02,32016,800,88,1301882,840f6eaf-27a0-4bde-9fff-1eeddda204e6
Florina Stănescu,florinastănescu,florinastănescu@post.ro,7970520355698,2004-12-16,"Soseaua Tudor, Straja, 882555",0763 891 667,5d:f5:88:ff:44:98,81.220.219.10,RO44KZEH6668491332054682,2025-07-07 11:46:02,530,884,188,663236,a506547d-1779-442a-b816-03470e816ddc
Valeria Diaconu,valeriadiaconu,valeriadiaconu@141.ro,2690916297841,1917-12-28,"Aleea Suciu Nr. 28, Sangeorgiu de Mures, 863962",0248 616 960,b4:e6:ca:e1:ad:85,121.1.170.9,RO20LENX2342591758369911,2025-07-07 11:46:02,4960,980,452,370925,4cfc7efa-6aad-4774-aa46-0b0775001cdb
Leana Ionescu,leanaionescu,leanaionescu@141.ro,5620507338538,1984-12-07,"Soseaua Diaconu, Dej, 413828",0236 970 142,b9:73:21:03:29:c0,26.208.148.251,RO42RBZI5319918920817950,2025-07-07 11:46:02,20399,613,11,996850,a1911a08-c2fd-415e-a5c1-7748485202ee
Mărioara Niță,mărioaraniță,mărioaraniță@acasa.ro,7520209388157,1993-07-17,"Strada Rozalia Pușcașu Nr. 67, Cernavoda, 398928",0784 176 121,27:22:e2:fd:8f:e7,32.96.117.124,RO03ZXXR1382975207762618,2025-07-07 11:46:02,5643,782,466,1704624,860cf983-6b9f-413f-9da0-e4d91e858dbf
Ruxandra Popescu,ruxandrapopescu,ruxandrapopescu@zzup.ro,7510801392614,1910-11-13,"Bulevardul Tudor Nr. 997 Bl. 61  Sc. 47 Ap. 800, Moinesti, 962557",0734 147 361,23:f8:0c:1a:36:83,136.176.18.157,RO87PDQM0011963314017346,2025-07-07 11:46:02,25762,86,171,1680617,bf32022b-0300-4ffb-bcfb-96b60d13799a
